training_loss,train_loss_ce,train_loss_bbox,train_loss_giou,train_cardinality_error,epoch,step,validation/loss,validation_loss_ce,validation_loss_bbox,validation_loss_giou,validation_cardinality_error
3.269886016845703,1.49606454372406,0.10267972201108932,0.6302114725112915,36.75,5,304,,,,,
3.649836301803589,1.4647107124328613,0.13217869400978088,0.7621160745620728,32.0,5,309,,,,,
3.724818706512451,1.5851035118103027,0.12459231168031693,0.7583768963813782,39.375,5,314,,,,,
,,,,,5,317,3.3089144229888916,1.4412039518356323,0.11682753264904022,0.6417866945266724,46.75726318359375
3.302920341491699,1.4287023544311523,0.10861781984567642,0.6655644178390503,42.125,6,319,,,,,
3.333505153656006,1.4378612041473389,0.11299945414066315,0.6653233170509338,35.75,6,324,,,,,
2.969219207763672,1.3712211847305298,0.08193543553352356,0.5941603779792786,34.625,6,329,,,,,
3.255943775177002,1.5012729167938232,0.10340724885463715,0.6188173890113831,43.0,6,334,,,,,
2.9299449920654297,1.3479477167129517,0.09403800219297409,0.5559036731719971,47.625,6,339,,,,,
3.9358901977539062,1.6825658082962036,0.16402997076511383,0.7165873646736145,53.625,6,344,,,,,
3.2338953018188477,1.483559012413025,0.10643607378005981,0.6090779304504395,56.25,6,349,,,,,
3.5023956298828125,1.6426299810409546,0.11437403410673141,0.6439477801322937,48.625,6,354,,,,,
3.5179638862609863,1.465745449066162,0.1278899759054184,0.7063842415809631,41.875,6,359,,,,,
3.731311798095703,1.6172441244125366,0.12631942331790924,0.7412351965904236,45.125,6,364,,,,,
2.966442346572876,1.367383360862732,0.10468437522649765,0.5378185510635376,49.875,6,369,,,,,
,,,,,6,370,3.276846170425415,1.4269468784332275,0.11848697066307068,0.6287323236465454,43.087135314941406
3.288581371307373,1.5637962818145752,0.0968976691365242,0.6201484799385071,47.5,7,374,,,,,
3.3097493648529053,1.4533030986785889,0.11118368804454803,0.6502639055252075,32.25,7,379,,,,,
3.150969982147217,1.4128707647323608,0.10717621445655823,0.6011090278625488,41.625,7,384,,,,,
3.3405425548553467,1.4339377880096436,0.12041182816028595,0.6522728204727173,41.875,7,389,,,,,
3.9285964965820312,1.490659236907959,0.16097576916217804,0.8165292143821716,21.25,7,394,,,,,
3.421908378601074,1.4662764072418213,0.11703328043222427,0.6852328181266785,32.125,7,399,,,,,
3.103302478790283,1.4965351819992065,0.0952964723110199,0.5651423931121826,41.25,7,404,,,,,
3.460728645324707,1.5584461688995361,0.10757182538509369,0.6822115778923035,44.375,7,409,,,,,
2.8512115478515625,1.5588680505752563,0.0750880315899849,0.45845165848731995,52.75,7,414,,,,,
3.5339269638061523,1.3667964935302734,0.14690211415290833,0.7163100838661194,37.25,7,419,,,,,
,,,,,7,423,3.2260866165161133,1.3787866830825806,0.11597642302513123,0.633708655834198,42.30497741699219
2.954050064086914,1.365946888923645,0.0899573490023613,0.5691582560539246,45.5,8,424,,,,,
3.439162254333496,1.6144580841064453,0.1214209794998169,0.6087996363639832,59.5,8,429,,,,,
3.2738940715789795,1.4884763956069946,0.10636204481124878,0.6268037557601929,46.0,8,434,,,,,
3.2341670989990234,1.4191920757293701,0.11211470514535904,0.6272007822990417,48.875,8,439,,,,,
3.0410356521606445,1.4589507579803467,0.0885852798819542,0.5695793032646179,44.625,8,444,,,,,
3.035231113433838,1.4320719242095947,0.10278187692165375,0.5446248650550842,44.25,8,449,,,,,
3.1190974712371826,1.3661096096038818,0.1047157272696495,0.6147046089172363,43.625,8,454,,,,,
1.7338643074035645,1.407717227935791,0.022317985072731972,0.10727857798337936,278.625,8,459,,,,,
3.218982696533203,1.2942500114440918,0.12196515500545502,0.6574534177780151,40.625,8,464,,,,,
3.394113540649414,1.315060019493103,0.13309402763843536,0.7067917585372925,32.625,8,469,,,,,
3.094797134399414,1.2367397546768188,0.11322484165430069,0.6459665894508362,39.875,8,474,,,,,
,,,,,8,476,3.1808016300201416,1.3812241554260254,0.1117255911231041,0.6204748153686523,48.983402252197266
3.118274211883545,1.316745638847351,0.10360413789749146,0.6417538523674011,42.5,9,479,,,,,
2.5665318965911865,1.2283248901367188,0.07031223177909851,0.49332287907600403,53.25,9,484,,,,,
2.8787789344787598,1.3033708333969116,0.09023074060678482,0.5621271729469299,43.625,9,489,,,,,
3.0623531341552734,1.3777867555618286,0.1083201989531517,0.5714826583862305,43.625,9,494,,,,,
2.948422908782959,1.262006402015686,0.0968267172574997,0.6011413931846619,36.625,9,499,,,,,
3.2710371017456055,1.2998404502868652,0.13336186110973358,0.6521936655044556,37.875,9,504,,,,,
3.602426052093506,1.483153223991394,0.13647353649139404,0.718452513217926,33.375,9,509,,,,,
2.919954538345337,1.3058524131774902,0.08906074613332748,0.5843992233276367,49.25,9,514,,,,,
2.8406856060028076,1.3276339769363403,0.0833737775683403,0.5480913519859314,41.5,9,519,,,,,
3.0577101707458496,1.3516602516174316,0.10553988069295883,0.589175283908844,37.5,9,524,,,,,
3.396894931793213,1.3583287000656128,0.12371677160263062,0.7099912166595459,31.25,9,529,,,,,
,,,,,9,529,3.126007318496704,1.3323508501052856,0.11251754313707352,0.6155344247817993,40.27800750732422
2.6810622215270996,1.3192073106765747,0.06945302337408066,0.5072948932647705,38.125,10,534,,,,,
2.927701473236084,1.3206720352172852,0.095790795981884,0.5640377402305603,37.125,10,539,,,,,
3.213740110397339,1.291246771812439,0.1222900003194809,0.6555216312408447,27.0,10,544,,,,,
1.6750057935714722,1.2528654336929321,0.028484662994742393,0.13985854387283325,265.125,10,549,,,,,
3.092376708984375,1.3886997699737549,0.10014931857585907,0.601465106010437,45.625,10,554,,,,,
3.4184651374816895,1.2780379056930542,0.13757719099521637,0.7262706756591797,28.75,10,559,,,,,
3.030606269836426,1.4026968479156494,0.08798890560865402,0.593982458114624,48.25,10,564,,,,,
3.0891449451446533,1.3776488304138184,0.10881856828927994,0.5837016105651855,46.25,10,569,,,,,
3.0223522186279297,1.4049272537231445,0.0905902162194252,0.5822369456291199,49.375,10,574,,,,,
2.9757015705108643,1.3559974431991577,0.10152105987071991,0.5560494065284729,54.125,10,579,,,,,
,,,,,10,582,3.0995500087738037,1.323075294494629,0.11411646753549576,0.6029462814331055,43.29045486450195
3.1881027221679688,1.3081601858139038,0.12313400954008102,0.6321361660957336,36.125,11,584,,,,,
3.7079806327819824,1.6081093549728394,0.1261337250471115,0.7346011996269226,34.25,11,589,,,,,
2.7281956672668457,1.2700583934783936,0.08174003660678864,0.5247185230255127,42.5,11,594,,,,,
3.4685983657836914,1.4564298391342163,0.12678726017475128,0.6891161203384399,45.0,11,599,,,,,
3.10313081741333,1.3604148626327515,0.10869103670120239,0.5996303558349609,49.0,11,604,,,,,
3.288944721221924,1.374452829360962,0.11941496282815933,0.6587086319923401,41.25,11,609,,,,,
2.959421396255493,1.1647698879241943,0.11129532754421234,0.6190874576568604,45.125,11,614,,,,,
3.1175479888916016,1.5068868398666382,0.09018062800168991,0.5798789262771606,40.375,11,619,,,,,
3.271784782409668,1.3420764207839966,0.11960410326719284,0.6658440232276917,33.5,11,624,,,,,
2.697261333465576,1.2383232116699219,0.07682482153177261,0.5374070405960083,40.875,11,629,,,,,
3.397059917449951,1.4530175924301147,0.12331687659025192,0.6637288928031921,42.0,11,634,,,,,
,,,,,11,635,3.0763943195343018,1.307894229888916,0.10885490477085114,0.6121126413345337,39.29875564575195
3.0643081665039062,1.3941084146499634,0.09914921969175339,0.5872268676757812,42.375,12,639,,,,,
3.5110936164855957,1.255786418914795,0.1488586664199829,0.7555069923400879,20.25,12,644,,,,,
2.9126667976379395,1.3553245067596436,0.08644619584083557,0.5625556111335754,39.875,12,649,,,,,
3.036222457885742,1.3467999696731567,0.10375586897134781,0.5853216052055359,41.0,12,654,,,,,
3.5630593299865723,1.4626128673553467,0.1397356241941452,0.7008840441703796,34.0,12,659,,,,,
3.253206729888916,1.2686303853988647,0.1208411455154419,0.6901852488517761,41.25,12,664,,,,,
2.870405673980713,1.3282054662704468,0.08834238350391388,0.550244152545929,38.0,12,669,,,,,
3.2578747272491455,1.309765338897705,0.12316440790891647,0.6661436557769775,44.75,12,674,,,,,
3.2272250652313232,1.2599769830703735,0.13204340636730194,0.6535155177116394,45.875,12,679,,,,,
2.519214391708374,1.3486000299453735,0.0738205760717392,0.40075576305389404,62.0,12,684,,,,,
,,,,,12,688,3.1049392223358154,1.3126848936080933,0.11447269469499588,0.6099454164505005,42.74688720703125
2.8073158264160156,1.4020720720291138,0.07276903837919235,0.5206993222236633,54.0,13,689,,,,,
3.3000082969665527,1.4253771305084229,0.12337728589773178,0.6288724541664124,46.125,13,694,,,,,
3.1364152431488037,1.2740808725357056,0.10590475797653198,0.6664053201675415,45.875,13,699,,,,,
3.367218494415283,1.5374890565872192,0.10504361242055893,0.6522557139396667,31.625,13,704,,,,,
3.5143184661865234,1.293744444847107,0.17150157690048218,0.6815330982208252,43.25,13,709,,,,,
2.844334125518799,1.1912227869033813,0.09539708495140076,0.5880629420280457,39.875,13,714,,,,,
2.509246826171875,1.1643565893173218,0.08101149648427963,0.46991631388664246,44.125,13,719,,,,,
3.0517587661743164,1.2025728225708008,0.11897921562194824,0.6271449327468872,35.75,13,724,,,,,
2.6633543968200684,1.2852023839950562,0.07729256898164749,0.49584466218948364,32.5,13,729,,,,,
3.085440158843994,1.2939695119857788,0.10349015891551971,0.6370099782943726,40.375,13,734,,,,,
1.56597101688385,1.2123374938964844,0.02404576726257801,0.11670232564210892,273.0,13,739,,,,,
,,,,,13,741,3.1054391860961914,1.3061450719833374,0.11515770852565765,0.6117529273033142,41.19709396362305
2.8134374618530273,1.2497035264968872,0.09545891731977463,0.5432196259498596,45.75,14,744,,,,,
3.729191780090332,1.3894662857055664,0.14609597623348236,0.8046227097511292,32.625,14,749,,,,,
3.2615063190460205,1.3470174074172974,0.12050487846136093,0.655982255935669,45.5,14,754,,,,,
3.2963995933532715,1.2769538164138794,0.11981549859046936,0.7101840972900391,34.5,14,759,,,,,
3.2687129974365234,1.292405366897583,0.13018564879894257,0.662689745426178,41.125,14,764,,,,,
3.008211135864258,1.2556155920028687,0.10282943397760391,0.6192242503166199,37.125,14,769,,,,,
2.5120291709899902,1.1200017929077148,0.07065694034099579,0.5193713307380676,41.25,14,774,,,,,
3.122730255126953,1.2605206966400146,0.11349847167730331,0.6473585963249207,45.375,14,779,,,,,
2.89300274848938,1.1511949300765991,0.10456343740224838,0.6094952821731567,27.875,14,784,,,,,
3.005361318588257,1.2577991485595703,0.09450825303792953,0.6375104188919067,32.375,14,789,,,,,
3.1190247535705566,1.3418742418289185,0.10554751753807068,0.624706506729126,46.125,14,794,,,,,
,,,,,14,794,3.0776522159576416,1.2949802875518799,0.1103023886680603,0.6155802607536316,43.69294738769531
2.71962833404541,1.1556183099746704,0.08874926716089249,0.5601319074630737,45.0,15,799,,,,,
2.6540627479553223,1.190669298171997,0.08638978749513626,0.5157222151756287,41.5,15,804,,,,,
2.683323860168457,1.143027424812317,0.08702944219112396,0.5525746941566467,41.0,15,809,,,,,
2.822122573852539,1.1060378551483154,0.09668729454278946,0.6163240671157837,43.625,15,814,,,,,
3.271841526031494,1.2538985013961792,0.11080087721347809,0.73196941614151,33.625,15,819,,,,,
2.7660319805145264,1.3489439487457275,0.0804707333445549,0.5073671936988831,47.25,15,824,,,,,
2.986271381378174,1.481144666671753,0.08133944869041443,0.5492147207260132,53.125,15,829,,,,,
2.6419620513916016,1.2912771701812744,0.07098603248596191,0.4978773295879364,34.875,15,834,,,,,
2.880964756011963,1.2541576623916626,0.09404989331960678,0.5782787203788757,47.0,15,839,,,,,
2.667370557785034,1.150730013847351,0.08190418034791946,0.5535598397254944,43.25,15,844,,,,,
,,,,,15,847,2.9652788639068604,1.273230791091919,0.10370903462171555,0.5867516994476318,38.4979248046875
2.576694965362549,1.3276748657226562,0.07117929309606552,0.4465618431568146,38.75,16,849,,,,,
2.7886571884155273,1.337046504020691,0.08783823996782303,0.5062097907066345,53.25,16,854,,,,,
3.0469040870666504,1.3157877922058105,0.0922832190990448,0.6348500847816467,37.375,16,859,,,,,
3.1124000549316406,1.4583314657211304,0.1079762801527977,0.5570935606956482,44.625,16,864,,,,,
2.5608057975769043,1.1985985040664673,0.07225104421377182,0.500476062297821,40.625,16,869,,,,,
2.3627171516418457,1.2130571603775024,0.06969695538282394,0.40058764815330505,61.875,16,874,,,,,
2.896583080291748,1.2480766773223877,0.10912936180830002,0.551429808139801,35.5,16,879,,,,,
3.3118600845336914,1.3629158735275269,0.11390645056962967,0.689706027507782,42.625,16,884,,,,,
3.2423524856567383,1.392865777015686,0.12147555500268936,0.621054470539093,53.375,16,889,,,,,
2.745206356048584,1.2053077220916748,0.09206177294254303,0.5397949814796448,49.125,16,894,,,,,
3.0254364013671875,1.2652723789215088,0.10226075351238251,0.6244300603866577,42.0,16,899,,,,,
,,,,,16,900,2.9857840538024902,1.2824175357818604,0.10527438670396805,0.5884972810745239,35.5020751953125
2.9701051712036133,1.2427319288253784,0.09622380137443542,0.6231271028518677,36.125,17,904,,,,,
1.669985294342041,1.1847879886627197,0.03328229859471321,0.15939292311668396,268.375,17,909,,,,,
3.19545578956604,1.2194833755493164,0.11325110495090485,0.7048584222793579,41.625,17,914,,,,,
2.810943603515625,1.2885990142822266,0.08654600381851196,0.5448072552680969,38.25,17,919,,,,,
2.9224905967712402,1.249014973640442,0.0955837294459343,0.5977785587310791,37.0,17,924,,,,,
3.056746244430542,1.2452614307403564,0.11960513889789581,0.6067295670509338,34.0,17,929,,,,,
2.8261117935180664,1.1903622150421143,0.09647142887115479,0.5766962766647339,41.125,17,934,,,,,
3.204524517059326,1.2306363582611084,0.12590758502483368,0.6721750497817993,38.125,17,939,,,,,
3.373002529144287,1.3110003471374512,0.13673844933509827,0.6891549825668335,33.625,17,944,,,,,
2.8602771759033203,1.3338372707366943,0.08627062290906906,0.5475433468818665,34.875,17,949,,,,,
,,,,,17,953,3.0048439502716064,1.272564172744751,0.1076074168086052,0.5971212983131409,36.80290603637695
3.59268856048584,1.2415990829467773,0.15462441742420197,0.7889837622642517,22.875,18,954,,,,,
3.1013379096984863,1.2876211404800415,0.10813241451978683,0.6365273594856262,35.875,18,959,,,,,
2.831124782562256,1.208666443824768,0.09742813557386398,0.5676587820053101,46.25,18,964,,,,,
3.134578227996826,1.3018230199813843,0.10776475071907043,0.6469658017158508,35.375,18,969,,,,,
3.09540057182312,1.3634835481643677,0.0930745005607605,0.6332722902297974,44.75,18,974,,,,,
2.8585381507873535,1.1958507299423218,0.09479638934135437,0.5943527221679688,39.625,18,979,,,,,
3.079141139984131,1.2281136512756348,0.11474507302045822,0.6386510729789734,35.125,18,984,,,,,
3.3415780067443848,1.5500283241271973,0.12599395215511322,0.5807899236679077,46.125,18,989,,,,,
2.837798595428467,1.2822524309158325,0.08621340245008469,0.5622395873069763,49.375,18,994,,,,,
2.8884143829345703,1.2979503870010376,0.09000281244516373,0.5702250003814697,47.125,18,999,,,,,
2.8814773559570312,1.2787885665893555,0.0824190005660057,0.5952968001365662,39.625,18,1004,,,,,
,,,,,18,1006,2.951719284057617,1.2738038301467896,0.10286647081375122,0.581791341304779,40.149375915527344
2.600975513458252,1.0233242511749268,0.08612018823623657,0.5735251307487488,34.5,19,1009,,,,,
3.5802152156829834,1.3830870389938354,0.14607316255569458,0.7333811521530151,46.75,19,1014,,,,,
2.8865246772766113,1.2895961999893188,0.08647685497999191,0.5822721719741821,42.5,19,1019,,,,,
3.1511945724487305,1.138177514076233,0.1276583969593048,0.687362551689148,25.125,19,1024,,,,,
2.403867721557617,1.1669633388519287,0.06907983124256134,0.4457526206970215,39.5,19,1029,,,,,
3.2723522186279297,1.4803436994552612,0.12970766425132751,0.571735143661499,43.625,19,1034,,,,,
2.8474347591400146,1.1322665214538574,0.10400579124689102,0.5975696444511414,43.875,19,1039,,,,,
2.7236838340759277,1.1802592277526855,0.081392303109169,0.5682315230369568,35.375,19,1044,,,,,
2.4755475521087646,1.108721375465393,0.07391615957021713,0.4986226260662079,33.25,19,1049,,,,,
3.2245922088623047,1.2566986083984375,0.1250845491886139,0.6712353825569153,33.75,19,1054,,,,,
2.9655508995056152,1.508986234664917,0.08902345597743988,0.5057236552238464,47.625,19,1059,,,,,
,,,,,19,1059,2.9422314167022705,1.2498785257339478,0.1042468249797821,0.5855590105056763,42.336097717285156
2.82230806350708,1.1019357442855835,0.09736078232526779,0.6167842149734497,36.25,20,1064,,,,,
2.7401700019836426,1.2057276964187622,0.08870680630207062,0.5454541444778442,37.875,20,1069,,,,,
2.862518310546875,1.1030585765838623,0.10144299268722534,0.6261224150657654,28.25,20,1074,,,,,
2.849660873413086,1.3299232721328735,0.08140502870082855,0.5563562512397766,37.625,20,1079,,,,,
3.051957607269287,1.3344366550445557,0.10279767215251923,0.6017662882804871,36.5,20,1084,,,,,
3.1792807579040527,1.0568486452102661,0.13949237763881683,0.7124850749969482,31.75,20,1089,,,,,
2.977889060974121,1.295412540435791,0.09857004135847092,0.5948131680488586,43.125,20,1094,,,,,
2.6861062049865723,1.311545729637146,0.07519537210464478,0.4992918372154236,45.0,20,1099,,,,,
2.9245481491088867,1.1110312938690186,0.12578286230564117,0.5923012495040894,31.375,20,1104,,,,,
3.463250160217285,1.2029650211334229,0.16159901022911072,0.7261450290679932,39.625,20,1109,,,,,
,,,,,20,1112,2.951841354370117,1.2537102699279785,0.10392827540636063,0.5892447829246521,42.46680450439453
3.5491514205932617,1.2187917232513428,0.15389543771743774,0.7804412841796875,31.625,21,1114,,,,,
2.792682647705078,1.3334219455718994,0.08476249128580093,0.5177242159843445,48.25,21,1119,,,,,
2.6955490112304688,1.238766074180603,0.0845431387424469,0.5170336365699768,30.875,21,1124,,,,,
2.2885124683380127,1.1100250482559204,0.06306716054677963,0.4315757751464844,41.125,21,1129,,,,,
3.030914783477783,1.3766659498214722,0.09207227826118469,0.5969437956809998,42.0,21,1134,,,,,
2.640073776245117,1.2181826829910278,0.08267350494861603,0.5042617917060852,47.75,21,1139,,,,,
2.6701340675354004,1.183589220046997,0.09430508315563202,0.507509708404541,51.5,21,1144,,,,,
2.675475597381592,1.275080919265747,0.07651614397764206,0.508906900882721,38.875,21,1149,,,,,
2.8546175956726074,1.2940281629562378,0.09213509410619736,0.5499569773674011,45.875,21,1154,,,,,
2.7490081787109375,1.2257115840911865,0.08422040939331055,0.5510972142219543,60.875,21,1159,,,,,
2.984579563140869,1.2133986949920654,0.10651461035013199,0.6193040013313293,31.875,21,1164,,,,,
,,,,,21,1165,2.9862914085388184,1.2513437271118164,0.10999860614538193,0.5924773216247559,38.24273681640625
3.286003589630127,1.205124020576477,0.14234279096126556,0.6845828294754028,44.25,22,1169,,,,,
2.4029505252838135,1.1611348390579224,0.06299354135990143,0.4634239375591278,29.625,22,1174,,,,,
2.642577648162842,1.164516806602478,0.0868121087551117,0.5220001339912415,31.5,22,1179,,,,,
2.8089113235473633,1.2164154052734375,0.09750349074602127,0.5524892807006836,40.375,22,1184,,,,,
2.790740966796875,1.2260384559631348,0.08976183831691742,0.5579467415809631,42.25,22,1189,,,,,
2.6026644706726074,1.1117527484893799,0.08389434963464737,0.5357199311256409,45.625,22,1194,,,,,
2.9543731212615967,1.2156661748886108,0.11013109236955643,0.594025731086731,47.75,22,1199,,,,,
3.302396059036255,1.2444359064102173,0.13635575771331787,0.6880906820297241,35.625,22,1204,,,,,
2.6761364936828613,1.284927487373352,0.07518401741981506,0.507644534111023,38.375,22,1209,,,,,
3.0044684410095215,1.1686660051345825,0.1151626780629158,0.6299945712089539,33.375,22,1214,,,,,
,,,,,22,1218,2.9637515544891357,1.259885311126709,0.10554914176464081,0.5880599021911621,36.5394172668457
3.0142178535461426,1.3833142518997192,0.0953952744603157,0.5769636631011963,38.25,23,1219,,,,,
3.1860766410827637,1.301305890083313,0.12739452719688416,0.623898983001709,26.625,23,1224,,,,,
2.8366241455078125,1.1969033479690552,0.10766959190368652,0.5506864786148071,44.75,23,1229,,,,,
2.885006904602051,1.0777605772018433,0.10018560290336609,0.6531591415405273,30.5,23,1234,,,,,
2.6931774616241455,1.1412290334701538,0.09464098513126373,0.5393717288970947,41.0,23,1239,,,,,
2.9872326850891113,1.2156258821487427,0.10593895614147186,0.6209560036659241,42.0,23,1244,,,,,
2.44531512260437,1.1219819784164429,0.0738740786910057,0.47698143124580383,44.75,23,1249,,,,,
3.0476765632629395,1.22723388671875,0.11154257506132126,0.6313650012016296,35.125,23,1254,,,,,
2.6330676078796387,1.2646985054016113,0.07334079593420029,0.5008326172828674,47.5,23,1259,,,,,
2.7502899169921875,1.1072231531143188,0.10129652917385101,0.568291962146759,36.125,23,1264,,,,,
2.4105587005615234,1.1376452445983887,0.07818879932165146,0.44098472595214844,46.5,23,1269,,,,,
,,,,,23,1271,2.96370792388916,1.2508262395858765,0.10666265338659286,0.5897843837738037,39.46680450439453
2.9064290523529053,1.0723176002502441,0.10556335002183914,0.6531473398208618,38.875,24,1274,,,,,
3.297886848449707,1.4099793434143066,0.11001691222190857,0.6689114570617676,50.25,24,1279,,,,,
2.5566976070404053,1.17452073097229,0.08023200929164886,0.49050846695899963,50.625,24,1284,,,,,
2.777329921722412,1.0983784198760986,0.10665066540241241,0.5728490352630615,31.625,24,1289,,,,,
2.6037793159484863,1.2285845279693604,0.08573668450117111,0.4732557237148285,56.125,24,1294,,,,,
